,airline,airlineId,sourceAirport,destAirport,codeShare,stops,equipment,idx_source,idx_dest
24461,DL,2009,SFO,JFK,,0,752,2977,1955
24462,UA,5209,SFO,JFK,,0,757,2977,1955
24463,US,5265,SFO,JFK,,0,763 32B,2977,1955
24464,VX,5331,SFO,JFK,,0,320,2977,1955
24465,B6,3029,SJC,JFK,,0,320,2512,1955
24466,B6,3029,SLC,JFK,,0,320,2056,1955
24467,DL,2009,SLC,JFK,,0,738 757 73H 752,2056,1955
24468,B6,3029,SMF,JFK,,0,320,407,1955
24469,B6,3029,SRQ,JFK,,0,E90,628,1955
24470,B6,3029,STI,JFK,,0,321 320,2886,1955
24471,DL,2009,STI,JFK,,0,73H,2886,1955
24472,B6,3029,UVF,JFK,,0,320,769,1955
24473,B6,3029,AZS,JFK,,0,320,2455,1955
24474,B6,3029,CTG,JFK,,0,320,2595,1955
24475,FI,2835,KEF,JFK,,0,75T,230,1955
24476,B6,3029,BQN,JFK,,0,320,2196,1955
24477,B6,3029,PSE,JFK,,0,320,3007,1955
24478,B6,3029,PWM,JFK,,0,E90,2598,1955
24479,BW,1663,TAB,JFK,,0,738,1581,1955
24480,BW,1663,GEO,JFK,,0,767,2078,1955
24481,EI,837,SNN,JFK,,0,757,2772,1955
24482,AA,24,LIM,LAX,Y,0,763,2875,938
24483,JJ,4867,LIM,LAX,Y,0,763,2875,938
24484,JL,2987,LIM,LAX,Y,0,763,2875,938
24485,KE,3163,LIM,LAX,Y,0,763,2875,938
24486,LA,3200,LIM,LAX,,0,763,2875,938
24487,LX,4559,ZRH,LAX,,0,343,56,938
24488,UA,5209,ZRH,LAX,Y,0,343,56,938
24489,DY,3737,ARN,LAX,Y,0,788,837,938
24490,PR,3952,MNL,LAX,,0,343 744,2542,938
24491,AA,24,GRU,LAX,,0,777,23,938
24492,KE,3163,GRU,LAX,,0,77W,23,938
24493,US,5265,GRU,LAX,,0,777,23,938
24494,AA,24,ORD,LAX,,0,738,140,938
24495,AS,439,ORD,LAX,Y,0,738,140,938
24496,NK,4687,ORD,LAX,,0,319,140,938
24497,UA,5209,ORD,LAX,,0,738 753 320 739 752 319,140,938
24498,US,5265,ORD,LAX,,0,738,140,938
24499,VX,5331,ORD,LAX,,0,320,140,938
24500,AA,24,STL,LAX,,0,M83,1565,938
24501,AS,439,STL,LAX,Y,0,M83,1565,938
24502,FL,1316,STL,LAX,Y,0,73W,1565,938
24503,US,5265,STL,LAX,,0,M83,1565,938
24504,WN,4547,STL,LAX,,0,73W,1565,938
24505,AC,330,YUL,LAX,,0,319,2021,938
24506,UA,5209,YUL,LAX,Y,0,319,2021,938
24507,AA,24,HKG,LAX,Y,0,773,1061,938
24508,CX,1680,HKG,LAX,,0,77W,1061,938
24509,BR,2091,TPE,LAX,,0,77W,2693,938
24510,CI,1756,TPE,LAX,,0,744,2693,938
24511,DL,2009,TPE,LAX,Y,0,744,2693,938
24512,US,5265,TPE,LAX,,0,77W,2693,938
24513,AA,24,DUS,LAX,Y,0,330,2540,938
24514,AB,214,DUS,LAX,,0,332,2540,938
24515,LH,3320,MUC,LAX,,0,346,2430,938
24516,UA,5209,MUC,LAX,Y,0,346,2430,938
24517,AF,137,ATL,LAX,Y,0,76W 763 757 739,2170,938
24518,AS,439,ATL,LAX,Y,0,757 76W 763 739,2170,938
24519,AZ,596,ATL,LAX,Y,0,763,2170,938
24520,CI,1756,ATL,LAX,Y,0,763,2170,938
24521,DL,2009,ATL,LAX,,0,757 76W 763 739,2170,938
24522,FL,1316,ATL,LAX,,0,73G,2170,938
24523,KL,3090,ATL,LAX,Y,0,763 757 739,2170,938
24524,VA,5360,ATL,LAX,Y,0,757 76W 763 739,2170,938
24525,VS,5347,ATL,LAX,Y,0,763 757 739,2170,938
24526,WN,4547,ATL,LAX,,0,73W,2170,938
24527,B6,3029,FLL,LAX,,0,320,3230,938
24528,NK,4687,FLL,LAX,,0,319,3230,938
24529,VX,5331,FLL,LAX,,0,320,3230,938
24530,AA,24,MCO,LAX,,0,757 738,2783,938
24531,AS,439,MCO,LAX,Y,0,757 738,2783,938
24532,DL,2009,MCO,LAX,,0,757 739,2783,938
24533,UA,5209,MCO,LAX,,0,752,2783,938
24534,US,5265,MCO,LAX,,0,757 738,2783,938
24535,VX,5331,MCO,LAX,,0,320,2783,938
24536,AA,24,PBI,LAX,,0,738,2346,938
24537,US,5265,PBI,LAX,Y,0,738,2346,938
24538,DL,2009,TPA,LAX,,0,320,3008,938
24539,DL,2009,AMS,LAX,Y,0,74M 747,3246,938
24540,KL,3090,AMS,LAX,,0,74M 747,3246,938
24541,CZ,1767,CAN,LAX,,0,380,1822,938
24542,DL,2009,CAN,LAX,Y,0,380,1822,938
24543,DL,2009,ICN,LAX,Y,0,388 77W,3170,938
24544,KE,3163,ICN,LAX,,0,388 77W,3170,938
24545,OZ,28,ICN,LAX,,0,744 77L,3170,938
24546,TG,4940,ICN,LAX,,0,777,3170,938
24547,UA,5209,ICN,LAX,Y,0,744 77L,3170,938
24548,AA,24,MEL,LAX,Y,0,380,3182,938
24549,DL,2009,MEL,LAX,Y,0,77W,3182,938
24550,QF,4089,MEL,LAX,,0,388,3182,938
24551,VA,5360,MEL,LAX,,0,77W,3182,938
24552,CA,751,PEK,LAX,,0,773,3289,938
24553,UA,5209,PEK,LAX,Y,0,773,3289,938
24554,US,5265,PEK,LAX,Y,0,773,3289,938
24555,AA,24,PVG,LAX,,0,777,3113,938
24556,CA,751,PVG,LAX,Y,0,788,3113,938
24557,DL,2009,PVG,LAX,Y,0,346,3113,938
24558,HU,2660,PVG,LAX,Y,0,777,3113,938
24559,MU,1758,PVG,LAX,,0,346,3113,938
24560,UA,5209,PVG,LAX,,0,788,3113,938
24561,AA,24,SYD,LAX,Y,0,744 380,3066,938
24562,DL,2009,SYD,LAX,,0,77L,3066,938
24563,NZ,345,SYD,LAX,Y,0,777,3066,938
24564,QF,4089,SYD,LAX,,0,744 388,3066,938
24565,UA,5209,SYD,LAX,,0,777,3066,938
24566,VA,5360,SYD,LAX,,0,77W,3066,938
24567,AA,24,YVR,LAX,,0,737,1926,938
24568,AC,330,YVR,LAX,,0,319,1926,938
24569,AS,439,YVR,LAX,,0,739 734 73J,1926,938
24570,UA,5209,YVR,LAX,Y,0,CR7,1926,938
24571,WS,5416,YVR,LAX,,0,73H 73W,1926,938
24572,4B,20565,LAS,LAX,,0,PL2,3262,938
24573,AA,24,LAS,LAX,,0,738,3262,938
24574,DL,2009,LAS,LAX,,0,319,3262,938
24575,FL,1316,LAS,LAX,Y,0,73W,3262,938
24576,NK,4687,LAS,LAX,,0,319,3262,938
24577,UA,5209,LAS,LAX,,0,752 738 319 320 739,3262,938
24578,US,5265,LAS,LAX,,0,738,3262,938
24579,VX,5331,LAS,LAX,,0,320,3262,938
24580,WN,4547,LAS,LAX,,0,73W 73C 733,3262,938
24581,LY,2150,TLV,LAX,,0,772,590,938
24582,UN,5067,VKO,LAX,,0,777,2205,938
24583,B6,3029,DXB,LAX,,0,388,3077,938
24584,EK,2183,DXB,LAX,,0,388,3077,938
24585,SV,4533,JED,LAX,,0,777,1780,938
24586,AA,24,DFW,LAX,,0,738 763 757 M83,2188,938
24587,AS,439,DFW,LAX,Y,0,738 763 757 M83,2188,938
24588,NK,4687,DFW,LAX,,0,319,2188,938
24589,UA,5209,DFW,LAX,Y,0,CR7,2188,938
24590,US,5265,DFW,LAX,Y,0,738 763 757 M83,2188,938
24591,VX,5331,DFW,LAX,,0,319 320,2188,938
24592,AA,24,JFK,LAX,,0,32B 762,1955,938
24593,AS,439,JFK,LAX,Y,0,321 762,1955,938
24594,B6,3029,JFK,LAX,,0,320,1955,938
24595,DL,2009,JFK,LAX,,0,76W 752,1955,938
24596,QF,4089,JFK,LAX,,0,744,1955,938
24597,UA,5209,JFK,LAX,,0,757,1955,938
24598,US,5265,JFK,LAX,,0,32B 762,1955,938
24599,VX,5331,JFK,LAX,,0,320,1955,938
24600,AA,24,MIA,LAX,,0,777 763 757 738,927,938
24601,AS,439,MIA,LAX,Y,0,777 763 757 738,927,938
24602,DL,2009,MIA,LAX,,0,738,927,938
24603,US,5265,MIA,LAX,,0,777 763 757,927,938
24604,AA,24,YEG,LAX,,0,737,1977,938
24605,DL,2009,YEG,LAX,Y,0,73H,1977,938
24606,WS,5416,YEG,LAX,,0,73H,1977,938
24607,AC,330,YLW,LAX,Y,0,CR7,2953,938
24608,UA,5209,YLW,LAX,Y,0,CR7,2953,938
24609,AA,24,YYC,LAX,,0,737,2233,938
24610,AC,330,YYC,LAX,,0,319,2233,938
24611,DL,2009,YYC,LAX,Y,0,73W,2233,938
24612,WS,5416,YYC,LAX,,0,73W,2233,938
24613,Y4,5325,AGU,LAX,,0,320,780,938
24614,AM,321,CUN,LAX,,0,738,500,938
24615,DL,2009,CUN,LAX,,0,320 73H,500,938
24616,UA,5209,CUN,LAX,,0,739 738,500,938
24617,VX,5331,CUN,LAX,,0,320,500,938
24618,AA,24,GDL,LAX,Y,0,737,2809,938
24619,AM,321,GDL,LAX,,0,738,2809,938
24620,AS,439,GDL,LAX,,0,73H,2809,938
24621,DL,2009,GDL,LAX,,0,738,2809,938
24622,NZ,345,GDL,LAX,Y,0,319,2809,938
24623,UA,5209,GDL,LAX,,0,319,2809,938
24624,Y4,5325,GDL,LAX,,0,320 319,2809,938
24625,AV,515,GUA,LAX,,0,320,2921,938
24626,CI,1756,GUA,LAX,Y,0,757,2921,938
24627,DL,2009,GUA,LAX,,0,757,2921,938
24628,US,5265,GUA,LAX,,0,320,2921,938
24629,AM,321,HMO,LAX,Y,0,ERJ,1502,938
24630,DL,2009,HMO,LAX,,0,ER4,1502,938
24631,AA,24,MEX,LAX,Y,0,737,70,938
24632,AM,321,MEX,LAX,,0,737,70,938
24633,AS,439,MEX,LAX,,0,73H,70,938
24634,DL,2009,MEX,LAX,,0,737,70,938
24635,NZ,345,MEX,LAX,Y,0,320,70,938
24636,UA,5209,MEX,LAX,,0,320,70,938
24637,Y4,5325,MEX,LAX,,0,320,70,938
24638,AM,321,MZT,LAX,Y,0,739,1079,938
24639,AS,439,MZT,LAX,,0,739,1079,938
24640,AM,321,PVR,LAX,Y,0,739 320 73H,675,938
24641,AS,439,PVR,LAX,,0,739 73H,675,938
24642,DL,2009,PVR,LAX,,0,320 73H,675,938
24643,UA,5209,PVR,LAX,,0,738,675,938
24644,FL,1316,SAT,LAX,Y,0,73W,1547,938
24645,UA,5209,SAT,LAX,Y,0,CR7,1547,938
24646,WN,4547,SAT,LAX,,0,73H 73W,1547,938
24647,AA,24,SJD,LAX,,0,M83 738,100,938
24648,AM,321,SJD,LAX,,0,734,100,938
24649,AS,439,SJD,LAX,,0,73J 734,100,938
24650,UA,5209,SJD,LAX,,0,739 320,100,938
24651,US,5265,SJD,LAX,,0,M83 738,100,938
24652,DL,2009,SJO,LAX,,0,757,205,938
24653,Y4,5325,ZCL,LAX,,0,320,3043,938
24654,AM,321,ZIH,LAX,Y,0,739,722,938
24655,AS,439,ZIH,LAX,,0,739,722,938
24656,AM,321,ZLO,LAX,Y,0,73H,1280,938
24657,AS,439,ZLO,LAX,,0,73H,1280,938
24658,AF,137,CDG,LAX,,0,388 772,1440,938
24659,AZ,596,CDG,LAX,Y,0,388 772,1440,938
24660,DL,2009,CDG,LAX,,0,772,1440,938
24661,TN,225,CDG,LAX,,0,343,1440,938
24662,AZ,596,FCO,LAX,,0,772,2702,938
24663,DL,2009,FCO,LAX,Y,0,772,2702,938
24664,LH,3320,FRA,LAX,,0,74H,650,938
24665,UA,5209,FRA,LAX,Y,0,74H,650,938
24666,AA,24,LHR,LAX,,0,77W,148,938
24667,AY,2350,LHR,LAX,,0,744 388,148,938
24668,BA,1355,LHR,LAX,,0,744 388,148,938
24669,DL,2009,LHR,LAX,Y,0,346 343 744,148,938
24670,IB,2822,LHR,LAX,Y,0,744 77W 388,148,938
24671,LH,3320,LHR,LAX,Y,0,777,148,938
24672,NZ,345,LHR,LAX,,0,773,148,938
24673,UA,5209,LHR,LAX,,0,777,148,938
24674,UN,5067,LHR,LAX,Y,0,346,148,938
24675,US,5265,LHR,LAX,,0,77W,148,938
24676,VS,5347,LHR,LAX,,0,346 343 744,148,938
24677,AA,24,MAD,LAX,Y,0,340,1126,938
24678,AY,2350,MAD,LAX,,0,346 343,1126,938
24679,BA,1355,MAD,LAX,Y,0,346 343,1126,938
24680,IB,2822,MAD,LAX,,0,346 342,1126,938
24681,DL,2009,LIR,LAX,,0,738,1677,938
24682,AA,24,NRT,LAX,,0,777 773,2982,938
24683,AI,218,NRT,LAX,Y,0,388,2982,938
24684,DL,2009,NRT,LAX,,0,744,2982,938
24685,JL,2987,NRT,LAX,,0,773,2982,938
24686,NH,324,NRT,LAX,,0,77W,2982,938
24687,SQ,4435,NRT,LAX,,0,388,2982,938
24688,UA,5209,NRT,LAX,,0,788,2982,938
24689,US,5265,NRT,LAX,,0,777 388,2982,938
24690,DL,2009,SVO,LAX,,0,332,1300,938
24691,SU,130,SVO,LAX,,0,332,1300,938
24692,DL,2009,BZE,LAX,,0,320,3243,938
24693,DY,3737,CPH,LAX,Y,0,788,954,938
24694,DL,2009,HND,LAX,,0,76W,721,938
24695,NH,324,HND,LAX,,0,777,721,938
24696,UA,5209,HND,LAX,Y,0,777,721,938
24697,AA,24,ANC,LAX,Y,0,737,2864,938
24698,AS,439,ANC,LAX,,0,73H,2864,938
24699,AA,24,CLT,LAX,,0,321,2741,938
24700,US,5265,CLT,LAX,,0,321,2741,938
24701,TK,4951,IST,LAX,,0,77W,1462,938
24702,US,5265,IST,LAX,Y,0,77W,1462,938
24703,DL,2009,CVG,LAX,,0,320 73H,2597,938
24704,DL,2009,DTW,LAX,,0,763 757 739 753,2025,938
24705,FL,1316,DTW,LAX,Y,0,73W,2025,938
24706,NK,4687,DTW,LAX,,0,320,2025,938
24707,DL,2009,MEM,LAX,,0,320,18,938
24708,AF,137,MSP,LAX,Y,0,757,2341,938
24709,AS,439,MSP,LAX,Y,0,753 757,2341,938
24710,DL,2009,MSP,LAX,,0,738 763 753 757 739 320,2341,938
24711,KL,3090,MSP,LAX,Y,0,757,2341,938
24712,NK,4687,MSP,LAX,,0,319,2341,938
24713,SY,4356,MSP,LAX,,0,73G 738,2341,938
24714,UA,5209,MSP,LAX,Y,0,CR7,2341,938
24715,AS,439,MSY,LAX,Y,0,319,1755,938
24716,CI,1756,MSY,LAX,Y,0,319,1755,938
24717,DL,2009,MSY,LAX,,0,319,1755,938
24718,KL,3090,MSY,LAX,Y,0,319,1755,938
24719,NZ,345,MSY,LAX,Y,0,738 739,1755,938
24720,OZ,28,MSY,LAX,Y,0,738 739,1755,938
24721,UA,5209,MSY,LAX,,0,738 739,1755,938
24722,VA,5360,MSY,LAX,Y,0,319,1755,938
24723,WN,4547,MSY,LAX,,0,73H 73W,1755,938
24724,AA,24,XNA,LAX,Y,0,CR7,1789,938
24725,US,5265,XNA,LAX,Y,0,CR7,1789,938
24726,AA,24,BOS,LAX,,0,738 757,1508,938
24727,AS,439,BOS,LAX,Y,0,738 757,1508,938
24728,B6,3029,BOS,LAX,,0,320,1508,938
24729,DL,2009,BOS,LAX,,0,73H,1508,938
24730,UA,5209,BOS,LAX,,0,752,1508,938
24731,US,5265,BOS,LAX,,0,738 757,1508,938
24732,VX,5331,BOS,LAX,,0,319 320,1508,938
24733,CM,1889,PTY,LAX,,0,738,2439,938
24734,UA,5209,PTY,LAX,Y,0,738,2439,938
24735,UA,5209,EWR,LAX,,0,739 738 319 752 753,334,938
24736,VX,5331,EWR,LAX,,0,320,334,938
24737,AA,24,YYZ,LAX,,0,738,3121,938
24738,AC,330,YYZ,LAX,,0,321 320,3121,938
24739,UA,5209,YYZ,LAX,Y,0,321 320,3121,938
24740,US,5265,YYZ,LAX,,0,738,3121,938
24741,WS,5416,YYZ,LAX,Y,0,738,3121,938
24742,AA,24,PHL,LAX,,0,321 320,2634,938
24743,US,5265,PHL,LAX,,0,321 320,2634,938
24744,VX,5331,PHL,LAX,,0,320 319,2634,938
24745,AA,24,ABQ,LAX,Y,0,CR7 CRJ,874,938
24746,AS,439,ABQ,LAX,Y,0,CR7 CRJ,874,938
24747,UA,5209,ABQ,LAX,Y,0,CRJ,874,938
24748,US,5265,ABQ,LAX,Y,0,CR7 CRJ,874,938
24749,WN,4547,ABQ,LAX,,0,73C 73W,874,938
24750,NZ,345,AKL,LAX,,0,772 773,1940,938
24751,UA,5209,AKL,LAX,Y,0,772 773,1940,938
24752,AA,24,AUS,LAX,,0,738 M83,1288,938
24753,AS,439,AUS,LAX,Y,0,738 M83,1288,938
24754,UA,5209,AUS,LAX,Y,0,CR7,1288,938
24755,US,5265,AUS,LAX,,0,738 M83,1288,938
24756,WN,4547,AUS,LAX,,0,73C 73W,1288,938
24757,AA,24,BDL,LAX,,0,738,2730,938
24758,AS,439,BDL,LAX,Y,0,738,2730,938
24759,US,5265,BDL,LAX,,0,738,2730,938
24760,UA,5209,BFL,LAX,Y,0,EM2,1980,938
24761,DL,2009,BJX,LAX,Y,0,CR9,2479,938
24762,UA,5209,BJX,LAX,,0,319,2479,938
24763,AA,24,BNA,LAX,,0,738,869,938
24764,AS,439,BNA,LAX,Y,0,738,869,938
24765,DL,2009,BNA,LAX,,0,738 73H,869,938
24766,US,5265,BNA,LAX,,0,738,869,938
24767,WN,4547,BNA,LAX,,0,73W 73H,869,938
24768,AA,24,BNE,LAX,Y,0,744,2399,938
24769,DL,2009,BNE,LAX,Y,0,77W,2399,938
24770,QF,4089,BNE,LAX,,0,744,2399,938
24771,VA,5360,BNE,LAX,,0,77W,2399,938
24772,UA,5209,BOI,LAX,Y,0,CR7,898,938
24773,FL,1316,BWI,LAX,Y,0,738,1470,938
24774,UA,5209,BWI,LAX,,0,319 738,1470,938
24775,WN,4547,BWI,LAX,,0,738 73H,1470,938
24776,UA,5209,CLE,LAX,,0,738 739 320 319,1238,938
24777,AA,24,CMH,LAX,,0,738,502,938
24778,AS,439,CMH,LAX,Y,0,738,502,938
24779,DL,2009,CMH,LAX,,0,738,502,938
24780,US,5265,CMH,LAX,,0,738,502,938
24781,UA,5209,COS,LAX,Y,0,CRJ CR7,2270,938
24782,AA,24,DCA,LAX,,0,738,3028,938
24783,AS,439,DCA,LAX,,0,73H,3028,938
24784,DL,2009,DCA,LAX,Y,0,73H,3028,938
24785,US,5265,DCA,LAX,,0,738,3028,938
24786,AA,24,DEN,LAX,Y,0,CR7,2888,938
24787,AS,439,DEN,LAX,Y,0,CR7,2888,938
24788,F9,2468,DEN,LAX,,0,319 320,2888,938
24789,FL,1316,DEN,LAX,Y,0,73W 73C,2888,938
24790,UA,5209,DEN,LAX,,0,739 320 319 738 753 752,2888,938
24791,US,5265,DEN,LAX,,0,CR7,2888,938
24792,WN,4547,DEN,LAX,,0,733 73H 73C 73W,2888,938
24793,AA,24,ELP,LAX,Y,0,CRJ,1867,938
24794,AS,439,ELP,LAX,Y,0,CRJ,1867,938
24795,FL,1316,ELP,LAX,Y,0,73W,1867,938
24796,US,5265,ELP,LAX,Y,0,CRJ,1867,938
24797,WN,4547,ELP,LAX,,0,73W 733,1867,938
24798,AA,24,EUG,LAX,Y,0,CRJ,2201,938
24799,G4,35,EUG,LAX,,0,M80,2201,938
24800,US,5265,EUG,LAX,Y,0,CRJ,2201,938
24801,AA,24,FAT,LAX,Y,0,CRJ,3167,938
24802,AS,439,FAT,LAX,Y,0,CRJ,3167,938
24803,UA,5209,FAT,LAX,Y,0,CR7 EM2,3167,938
24804,US,5265,FAT,LAX,Y,0,CRJ,3167,938
24805,DL,2009,GEG,LAX,Y,0,CR9,1849,938
24806,AA,24,HNL,LAX,,0,757,450,938
24807,AF,137,HNL,LAX,Y,0,757,450,938
24808,AS,439,HNL,LAX,Y,0,757,450,938
24809,DL,2009,HNL,LAX,,0,753 76W 757,450,938
24810,G4,35,HNL,LAX,,0,757,450,938
24811,HA,2688,HNL,LAX,,0,332,450,938
24812,KL,3090,HNL,LAX,Y,0,757,450,938
24813,UA,5209,HNL,LAX,,0,738 753 777 739,450,938
24814,US,5265,HNL,LAX,,0,757,450,938
24815,FL,1316,HOU,LAX,,0,73W,1683,938
24816,WN,4547,HOU,LAX,,0,738 73W 73H,1683,938
24817,AA,24,IAD,LAX,,0,738,672,938
24818,UA,5209,IAD,LAX,,0,753 320 319 752 739 738,672,938
24819,US,5265,IAD,LAX,,0,738,672,938
24820,VX,5331,IAD,LAX,,0,320 319,672,938
24821,AA,24,IAH,LAX,Y,0,CR7,389,938
24822,AS,439,IAH,LAX,Y,0,CR7,389,938
24823,NK,4687,IAH,LAX,,0,320,389,938
24824,UA,5209,IAH,LAX,,0,752 739 738 753 320 319,389,938
24825,US,5265,IAH,LAX,,0,CR7,389,938
24826,UA,5209,ICT,LAX,Y,0,CR7,1105,938
24827,AA,24,IND,LAX,,0,738,1287,938
24828,AS,439,IND,LAX,Y,0,738,1287,938
24829,DL,2009,IND,LAX,,0,320,1287,938
24830,US,5265,IND,LAX,,0,738,1287,938
24831,AA,24,KOA,LAX,,0,757,2733,938
24832,AS,439,KOA,LAX,Y,0,757,2733,938
24833,DL,2009,KOA,LAX,,0,757,2733,938
24834,UA,5209,KOA,LAX,,0,753,2733,938
24835,US,5265,KOA,LAX,,0,757,2733,938
24836,AA,24,LIH,LAX,,0,757,507,938
24837,AS,439,LIH,LAX,Y,0,757,507,938
24838,DL,2009,LIH,LAX,,0,757,507,938
24839,UA,5209,LIH,LAX,,0,752,507,938
24840,US,5265,LIH,LAX,,0,757,507,938
24841,DL,2009,MCI,LAX,Y,0,E75,1493,938
24842,FL,1316,MCI,LAX,Y,0,73C,1493,938
24843,WN,4547,MCI,LAX,,0,73W 73C 73H 733,1493,938
24844,AA,24,MFR,LAX,Y,0,DH4,2655,938
24845,AS,439,MFR,LAX,Y,0,DH4,2655,938
24846,G4,35,MFR,LAX,,0,M80,2655,938
24847,FL,1316,MKE,LAX,Y,0,73W,2156,938
24848,WN,4547,MKE,LAX,,0,73W,2156,938
24849,Y4,5325,MLM,LAX,,0,320,3072,938
24850,AA,24,MMH,LAX,Y,0,DH4,321,938
24851,AS,439,MMH,LAX,Y,0,DH4,321,938
24852,AA,24,MRY,LAX,Y,0,CRJ,2331,938
24853,AS,439,MRY,LAX,Y,0,CRJ,2331,938
24854,UA,5209,MRY,LAX,Y,0,CRJ,2331,938
24855,US,5265,MRY,LAX,Y,0,CRJ,2331,938
24856,AA,24,NAN,LAX,Y,0,330,708,938
24857,FJ,879,NAN,LAX,,0,332,708,938
24858,NZ,345,NAN,LAX,Y,0,332,708,938
24859,QF,4089,NAN,LAX,Y,0,332,708,938
24860,DL,2009,OAK,LAX,Y,0,CR7,2967,938
24861,FL,1316,OAK,LAX,Y,0,73W 73C,2967,938
24862,WN,4547,OAK,LAX,,0,73W 73C 738 733 73H,2967,938
24863,AA,24,OGG,LAX,,0,757,2052,938
24864,AS,439,OGG,LAX,Y,0,757,2052,938
24865,DL,2009,OGG,LAX,,0,757,2052,938
24866,HA,2688,OGG,LAX,,0,763,2052,938
24867,KL,3090,OGG,LAX,Y,0,757,2052,938
24868,UA,5209,OGG,LAX,,0,753 738,2052,938
24869,US,5265,OGG,LAX,,0,757,2052,938
24870,AA,24,OKC,LAX,Y,0,CR7,795,938
24871,AS,439,OKC,LAX,Y,0,CR7,795,938
24872,UA,5209,OKC,LAX,Y,0,CR7,795,938
24873,US,5265,OKC,LAX,Y,0,CR7,795,938
24874,AA,24,PDX,LAX,Y,0,737,916,938
24875,AS,439,PDX,LAX,,0,734 73H 73G 739 73J,916,938
24876,DL,2009,PDX,LAX,Y,0,CR7 CR9,916,938
24877,UA,5209,PDX,LAX,Y,0,CR7 CRJ,916,938
24878,AA,24,PHX,LAX,,0,321 319 320,2504,938
24879,AS,439,PHX,LAX,Y,0,CRJ,2504,938
24880,DL,2009,PHX,LAX,Y,0,CR9 CR7,2504,938
24881,UA,5209,PHX,LAX,Y,0,CR7 CRJ,2504,938
24882,US,5265,PHX,LAX,,0,321 319 320,2504,938
24883,WN,4547,PHX,LAX,,0,73W 73C 733 738,2504,938
24884,AA,24,PIT,LAX,,0,738,1040,938
24885,AS,439,PIT,LAX,Y,0,738,1040,938
24886,UA,5209,PIT,LAX,,0,319 738 320,1040,938
24887,US,5265,PIT,LAX,,0,738,1040,938
24888,AA,24,PPT,LAX,Y,0,340,2500,938
24889,AF,137,PPT,LAX,,0,772,2500,938
24890,DL,2009,PPT,LAX,Y,0,772,2500,938
24891,NZ,345,PPT,LAX,Y,0,343,2500,938
24892,QF,4089,PPT,LAX,,0,343,2500,938
24893,TN,225,PPT,LAX,,0,343,2500,938
24894,UA,5209,PSP,LAX,Y,0,EM2 CR7,1097,938
24895,AA,24,RDM,LAX,Y,0,CRJ,1860,938
24896,US,5265,RDM,LAX,Y,0,CRJ,1860,938
24897,AA,24,RDU,LAX,,0,738,1787,938
24898,AS,439,RDU,LAX,Y,0,738,1787,938
24899,DL,2009,RDU,LAX,,0,738,1787,938
24900,US,5265,RDU,LAX,,0,738,1787,938
24901,AA,24,RNO,LAX,Y,0,CRJ,2374,938
24902,AS,439,RNO,LAX,Y,0,CRJ,2374,938
24903,UA,5209,RNO,LAX,Y,0,CR7,2374,938
24904,US,5265,RNO,LAX,Y,0,CRJ,2374,938
24905,WN,4547,RNO,LAX,,0,73W,2374,938
24906,AA,24,SAF,LAX,Y,0,CRJ,776,938
24907,AS,439,SAF,LAX,Y,0,CRJ,776,938
24908,US,5265,SAF,LAX,Y,0,CRJ,776,938
24909,AV,515,SAL,LAX,,0,320 319 321,2239,938
24910,UA,5209,SAL,LAX,Y,0,320 321,2239,938
24911,US,5265,SAL,LAX,,0,320 321,2239,938
24912,AA,24,SAN,LAX,Y,0,CRJ CR7,2272,938
24913,AS,439,SAN,LAX,Y,0,CRJ CR7,2272,938
24914,DL,2009,SAN,LAX,Y,0,CR7 CR9,2272,938
24915,UA,5209,SAN,LAX,Y,0,CR7 EM2,2272,938
24916,US,5265,SAN,LAX,Y,0,CRJ CR7,2272,938
24917,UA,5209,SBA,LAX,Y,0,EM2,2005,938
24918,UA,5209,SBP,LAX,Y,0,EM2,2482,938
24919,AA,24,SEA,LAX,Y,0,737,55,938
24920,AS,439,SEA,LAX,,0,73J 739 73G 734 73H,55,938
24921,DL,2009,SEA,LAX,,0,73H,55,938
24922,UA,5209,SEA,LAX,,0,739 320,55,938
24923,VX,5331,SEA,LAX,,0,320 319,55,938
24924,AA,24,SFO,LAX,,0,738,2977,938
24925,AS,439,SFO,LAX,Y,0,738,2977,938
24926,DL,2009,SFO,LAX,Y,0,E75,2977,938
24927,UA,5209,SFO,LAX,,0,319 320 752 738 753 739,2977,938
24928,US,5265,SFO,LAX,,0,738,2977,938
24929,VX,5331,SFO,LAX,,0,320 319,2977,938
24930,WN,4547,SFO,LAX,,0,733 73W 73C,2977,938
24931,AA,24,SJC,LAX,Y,0,CRJ CR7,2512,938
24932,AS,439,SJC,LAX,Y,0,CRJ,2512,938
24933,DL,2009,SJC,LAX,Y,0,CR9 CR7,2512,938
24934,FL,1316,SJC,LAX,Y,0,73W,2512,938
24935,SQ,4435,SJC,LAX,Y,0,320,2512,938
24936,UA,5209,SJC,LAX,Y,0,CR7,2512,938
24937,US,5265,SJC,LAX,,0,CR7,2512,938
24938,VX,5331,SJC,LAX,,0,320,2512,938
24939,WN,4547,SJC,LAX,,0,73W 733 73C 73H 738,2512,938
24940,AA,24,SLC,LAX,Y,0,CRJ CR7,2056,938
24941,AS,439,SLC,LAX,Y,0,757,2056,938
24942,DL,2009,SLC,LAX,,0,739 757 320 738,2056,938
24943,KL,3090,SLC,LAX,Y,0,757,2056,938
