,airline,airlineId,sourceAirport,destAirport,codeShare,stops,equipment,idx_source,idx_dest
520,S7,4329,EVN,DME,,0,321 320,3248,353
521,6W,4805,RTW,DME,,0,E90 YK2,2858,353
522,BT,333,RIX,DME,,0,73C DH4 735,1776,353
523,UN,5067,RIX,DME,,0,DH4,1776,353
524,UN,5067,ALA,DME,,0,735,2348,353
525,7J,9531,DYU,DME,,0,752,244,353
526,SZ,10122,DYU,DME,,0,737,244,353
527,GY,9620,FRU,DME,,0,733,673,353
528,KR,1844,FRU,DME,,0,320,673,353
529,QH,882,FRU,DME,,0,733,673,353
530,U6,5234,FRU,DME,,0,320,673,353
531,YK,1943,FRU,DME,,0,737,673,353
532,ZM,19016,FRU,DME,,0,734,673,353
533,7J,9531,LBD,DME,,0,733,1939,353
534,S7,4329,LBD,DME,,0,321,1939,353
535,S7,4329,SGC,DME,,0,735,602,353
536,G9,329,SHJ,DME,,0,320,579,353
537,7R,1469,AKX,DME,,0,CR2,411,353
538,DV,4840,AKX,DME,,0,735,411,353
539,7R,1469,CSY,DME,,0,CR2,133,353
540,7R,1469,ESL,DME,,0,CR2,2372,353
541,7R,1469,GRV,DME,,0,CR2,779,353
542,7R,1469,IJK,DME,,0,CR2,3148,353
543,I8,18828,IJK,DME,,0,YK2,3148,353
544,I8,18828,KRO,DME,,0,YK2,2401,353
545,S7,4329,KUF,DME,,0,319,1506,353
546,U6,5234,KUF,DME,,0,320,1506,353
547,UN,5067,KUF,DME,,0,735,1506,353
548,7R,1469,MCX,DME,,0,CR2,3220,353
549,7R,1469,PES,DME,,0,CR2,2373,353
550,7R,1469,PEZ,DME,,0,CR2,761,353
551,S7,4329,ROV,DME,,0,319,2294,353
552,U6,5234,ROV,DME,,0,320,2294,353
553,UN,5067,ROV,DME,,0,735,2294,353
554,7R,1469,SKX,DME,,0,CR2,1541,353
555,7R,1469,ULV,DME,,0,CR2,1202,353
556,7R,1469,VKT,DME,,0,CR2,1767,353
557,S7,4329,VOG,DME,,0,319 738,1347,353
558,7R,1469,VOZ,DME,,0,CR2,1125,353
559,YQ,16882,VOZ,DME,,0,S20,1125,353
560,UN,5067,DLM,DME,,0,734,464,353
561,PS,5282,ODS,DME,Y,0,319,170,353
562,S7,4329,ODS,DME,,0,319,170,353
563,RJ,4259,AMM,DME,,0,320 321,1709,353
564,S7,4329,AMM,DME,Y,0,320,1709,353
565,PS,5282,KBP,DME,,0,738 734 E90,2736,353
566,S7,4329,KBP,DME,,0,735 319,2736,353
567,9U,1073,KIV,DME,,0,320 E90,1689,353
568,S7,4329,KIV,DME,,0,321,1689,353
569,EY,2222,AUH,DME,,0,332,1524,353
570,S7,4329,AUH,DME,Y,0,330,1524,353
571,UL,4349,CMB,DME,,0,332,1286,353
572,QR,4091,DOH,DME,,0,320,2604,353
573,UN,5067,IEV,DME,,0,735,3296,353
574,A9,2538,BUS,DME,,0,CRJ,1031,353
575,S7,4329,BUS,DME,,0,319,1031,353
576,SQ,4435,IAH,DME,,0,77W,389,353
577,UN,5067,IAH,DME,Y,0,77W,389,353
578,IB,2822,ALC,DME,Y,0,320,737,353
579,S7,4329,ALC,DME,,0,320,737,353
580,UN,5067,ALC,DME,,0,734,737,353
581,VY,2439,ALC,DME,,0,320,737,353
582,KM,242,MLA,DME,,0,320,309,353
583,BJ,3740,NBE,DME,,0,320,1645,353
584,UN,5067,NBE,DME,,0,744,1645,353
585,S7,4329,VLC,DME,,0,319,1852,353
586,UN,5067,VRA,DME,,0,763,3272,353
587,UN,5067,VNO,DME,,0,735,1505,353
588,S7,4329,GOA,DME,,0,320,131,353
589,B2,1478,MSQ,DME,,0,735 CRJ E95 733,2690,353
590,S7,4329,MSQ,DME,,0,735,2690,353
591,UN,5067,MSQ,DME,Y,0,735,2690,353
592,HY,5281,TAS,DME,,0,764 767,842,353
593,YM,3539,TGD,DME,,0,E95,1532,353
594,S7,4329,ASB,DME,,0,319,242,353
595,T5,5083,ASB,DME,,0,738 752,242,353
596,UN,5067,TSE,DME,,0,735,2739,353
597,S7,4329,PFO,DME,,0,738 734,2791,353
598,UN,5067,PFO,DME,,0,763 744,2791,353
599,VN,5309,CXR,DME,,0,332 330,2420,353
600,UN,5067,KHV,DME,,0,773,236,353
601,UN,5067,VVO,DME,,0,773,1003,353
602,KR,1844,OSS,DME,,0,320,797,353
603,QH,882,OSS,DME,,0,733 734,797,353
604,S7,4329,OSS,DME,Y,0,738,797,353
605,U6,5234,OSS,DME,,0,320,797,353
606,YK,1943,OSS,DME,,0,737,797,353
607,D2,20270,CEE,DME,,0,CR2,2826,353
608,D2,20270,KVK,DME,,0,CR2,1566,353
609,DV,4840,CIT,DME,,0,735,1231,353
610,EG,2989,DMB,DME,,0,320,1155,353
611,UN,5067,KGF,DME,,0,735,152,353
612,UN,5067,KOV,DME,,0,735,2185,353
613,DV,4840,SCO,DME,,0,735,1228,353
614,S7,4329,UKK,DME,,0,319,619,353
615,S7,4329,BOJ,DME,,0,763 320,3054,353
616,R2,3805,REN,DME,,0,738,264,353
617,EG,2989,TJU,DME,,0,320,598,353
618,S7,4329,TJU,DME,,0,321,598,353
619,U6,5234,TJU,DME,,0,320,598,353
620,UN,5067,DOK,DME,,0,735,3194,353
621,S7,4329,VAR,DME,,0,320 763,108,353
622,HY,5281,AZN,DME,,0,757,1281,353
623,HY,5281,TMJ,DME,,0,757,985,353
624,HY,5281,UGC,DME,,0,763 320,580,353
625,S7,4329,UGC,DME,,0,763,580,353
626,UN,5067,UUS,DME,,0,772,965,353
627,S7,4329,ABA,DME,,0,320,713,353
628,UN,5067,BQS,DME,,0,762,958,353
629,UN,5067,GDX,DME,,0,763,2600,353
630,IOS,2951,OMS,DME,,0,CR2,272,353
631,S7,4329,OMS,DME,,0,320 319,272,353
632,UN,5067,OMS,DME,,0,734 735,272,353
633,YC,9828,SLY,DME,,0,320 735,1410,353
634,S7,4329,UUD,DME,,0,319,599,353
635,U6,5234,UUD,DME,,0,319,599,353
636,U6,5234,KVD,DME,,0,321,3265,353
637,S7,4329,PWQ,DME,,0,319,3074,353
638,S7,4329,GOJ,DME,,0,319,2408,353
639,U6,5234,GOJ,DME,,0,320,2408,353
640,UN,5067,SSH,DME,,0,772,123,353
641,S7,4329,PEE,DME,,0,319 320,2796,353
642,UN,5067,PEE,DME,,0,735,2796,353
643,UN,5067,DNK,DME,,0,735,2090,353
644,Z6,16120,DNK,DME,Y,0,ER4,2090,353
645,R2,3805,OSW,DME,,0,738,1265,353
646,UN,5067,DYR,DME,,0,772,239,353
647,U6,5234,RMI,DME,,0,321,1190,353
648,UN,5067,RMI,DME,,0,763,1190,353
649,S7,4329,AAQ,DME,,0,320,1147,353
650,S7,4329,BAX,DME,,0,320,2857,353
651,YC,9828,BAX,DME,,0,735,2857,353
652,S7,4329,KEJ,DME,,0,319,1473,353
653,UN,5067,KEJ,DME,,0,735,1473,353
654,S7,4329,NOZ,DME,,0,320,3065,353
655,S7,4329,NSK,DME,Y,0,738,2487,353
656,Y7,13088,NSK,DME,,0,738,2487,353
657,S7,4329,OGZ,DME,,0,319,2844,353
658,UN,5067,PKC,DME,,0,773,61,353
659,S7,4329,RGK,DME,,0,319,2925,353
660,S7,4329,SIP,DME,,0,738,1720,353
661,U6,5234,SIP,DME,,0,320 319,1720,353
662,UN,5067,SIP,DME,,0,735,1720,353
663,S7,4329,STW,DME,,0,319,1897,353
664,UN,5067,STW,DME,,0,735,1897,353
665,S7,4329,TOF,DME,,0,738 734,1764,353
666,UN,5067,TOF,DME,,0,735,1764,353
667,UN,5067,HMA,DME,,0,735,2279,353
668,U6,5234,GBB,DME,,0,320,1262,353
669,U6,5234,LLK,DME,,0,320,2616,353
670,U6,5234,LWN,DME,,0,320,3020,353
671,UN,5067,PED,DME,,0,735,1941,353
672,YC,9828,NOJ,DME,,0,735,1020,353
673,Z6,16120,UKS,DME,Y,0,ER4,2276,353
674,SU,130,AER,IST,,0,319,1138,1462
675,TK,4951,AER,IST,,0,321,1138,1462
676,J2,197,GYD,IST,,0,767,2319,1462
677,TK,4951,GYD,IST,,0,321 738 320,2319,1462
678,TK,4951,KZN,IST,,0,319 738,3316,1462
679,SU,130,LED,IST,,0,319,2913,1462
680,TK,4951,LED,IST,,0,321 738,2913,1462
681,KK,995,NBC,IST,,0,320,741,1462
682,TK,4951,OVB,IST,,0,738,1828,1462
683,TK,4951,SVX,IST,,0,321,948,1462
684,TK,4951,NOP,IST,,0,319 320,2578,1462
685,TK,4951,OSM,IST,,0,73W,2578,1462
686,TK,4951,ABJ,IST,,0,739,862,1462
687,TK,4951,ACC,IST,,0,739,1018,1462
688,TK,4951,DKR,IST,,0,739,1729,1462
689,TK,4951,OUA,IST,,0,739 738,1024,1462
690,TK,4951,GVA,IST,,0,320 738 321,330,1462
691,LX,4559,ZRH,IST,,0,320 32A,56,1462
692,OZ,28,ZRH,IST,,0,320,56,1462
693,TK,4951,ZRH,IST,,0,320 321 738,56,1462
694,US,5265,ZRH,IST,Y,0,320,56,1462
695,SK,4319,ARN,IST,,0,738 321,837,1462
696,TK,4951,ARN,IST,,0,738 321,837,1462
697,SK,4319,OSL,IST,,0,321 738,1986,1462
698,TK,4951,OSL,IST,,0,321 738,1986,1462
699,TK,4951,GRU,IST,,0,343,23,1462
700,TK,4951,ORD,IST,,0,330,140,1462
701,US,5265,ORD,IST,Y,0,330,140,1462
702,TK,4951,BCN,IST,,0,320 332 321 738 330,1552,1462
703,TK,4951,DLA,IST,,0,739,2073,1462
704,TK,4951,LGW,IST,,0,739 321 738,856,1462
705,TK,4951,LOS,IST,,0,739,2034,1462
706,TK,4951,JIB,IST,,0,320,1065,1462
707,OZ,28,NBO,IST,Y,0,738,85,1462
708,TK,4951,NBO,IST,,0,738,85,1462
709,TG,4940,BKK,IST,Y,0,77W 330,1034,1462
710,TK,4951,BKK,IST,,0,77W 330,1034,1462
711,TK,4951,HKG,IST,,0,77W,1061,1462
712,NH,324,KIX,IST,Y,0,332,1563,1462
713,TK,4951,KIX,IST,,0,330,1563,1462
714,MH,3378,KUL,IST,,0,772 330,2417,1462
715,TK,4951,KUL,IST,,0,330,2417,1462
716,GA,2520,SIN,IST,Y,0,330,2008,1462
717,SQ,4435,SIN,IST,,0,772,2008,1462
718,TK,4951,SIN,IST,,0,330,2008,1462
719,TK,4951,DUS,IST,,0,738 330 321 332 343,2540,1462
720,TK,4951,FDH,IST,,0,738,1911,1462
721,TK,4951,HAM,IST,,0,320 321 738,773,1462
722,LH,3320,MUC,IST,,0,321 320,2430,1462
723,OZ,28,MUC,IST,,0,321,2430,1462
724,TK,4951,MUC,IST,,0,320 321 738,2430,1462
725,US,5265,MUC,IST,Y,0,320 321 738,2430,1462
726,TK,4951,NAP,IST,,0,738,1135,1462
727,TK,4951,SZG,IST,,0,320,785,1462
728,TK,4951,TXL,IST,,0,320 738 321,2589,1462
729,KL,3090,AMS,IST,,0,737,3246,1462
730,TK,4951,AMS,IST,,0,343 321 320 330,3246,1462
731,TK,4951,BLQ,IST,,0,320 321,1848,1462
732,TK,4951,BRU,IST,,0,738 321 343 320 330,2289,1462
733,TK,4951,CGN,IST,,0,320 321,2979,1462
734,AT,4248,CMN,IST,,0,738,845,1462
735,TK,4951,CMN,IST,,0,330 332 343,845,1462
736,TK,4951,LYS,IST,,0,738 321 330,2813,1462
737,TK,4951,TLS,IST,,0,320 321,1182,1462
738,CA,751,CAN,IST,,0,330 343,1822,1462
739,TK,4951,CAN,IST,,0,330 343,1822,1462
740,KE,3163,ICN,IST,,0,772,3170,1462
741,OZ,28,ICN,IST,,0,333,3170,1462
742,TK,4951,ICN,IST,,0,343 330,3170,1462
743,CA,751,PEK,IST,,0,77W,3289,1462
744,TK,4951,PEK,IST,,0,77W,3289,1462
745,CA,751,PVG,IST,,0,77W,3113,1462
746,TK,4951,PVG,IST,,0,77W,3113,1462
747,CZ,1767,URC,IST,,0,330,1886,1462
748,TK,4951,LAX,IST,,0,77W,938,1462
749,US,5265,LAX,IST,Y,0,77W,938,1462
750,MS,2143,CAI,IST,,0,320 738 E70,1124,1462
751,TK,4951,CAI,IST,,0,320 738 321 739 319,1124,1462
752,TK,4951,TLV,IST,,0,738 321 320 330 332 739 319,590,1462
753,TK,4951,UFA,IST,,0,319,3219,1462
754,TK,4951,VKO,IST,,0,738 321,2205,1462
755,UN,5067,VKO,IST,,0,73G 738,2205,1462
756,TK,4951,DAC,IST,,0,332,196,1462
757,EK,2183,DXB,IST,,0,77W,3077,1462
758,QF,4089,DXB,IST,Y,0,77W,3077,1462
759,TK,4951,DXB,IST,,0,332 343 77W 321,3077,1462
760,AC,330,JED,IST,,0,321,1780,1462
761,SV,4533,JED,IST,,0,333 74E,1780,1462
762,TK,4951,JED,IST,,0,321 330 332,1780,1462
763,TK,4951,KTM,IST,,0,330 332,2792,1462
764,TK,4951,MCT,IST,,0,739 738,2771,1462
765,WY,3778,MCT,IST,,0,321,2771,1462
766,TK,4951,JFK,IST,,0,330 77W,1955,1462
767,US,5265,JFK,IST,Y,0,330 77W,1955,1462
768,AI,218,DEL,IST,Y,0,330,3293,1462
769,TK,4951,DEL,IST,,0,330,3293,1462
770,TK,4951,ISB,IST,,0,738,591,1462
771,TK,4951,KBL,IST,,0,332,2229,1462
772,TK,4951,MZR,IST,,0,320 738,3127,1462
773,8Q,3788,AYT,IST,,0,320,704,1462
774,KK,995,AYT,IST,,0,320,704,1462
775,TK,4951,AYT,IST,,0,738 321 319 320 739,704,1462
776,TK,4951,BSL,IST,,0,738,1591,1462
777,MS,2143,HRG,IST,,0,738 320,1885,1462
778,TK,4951,HRG,IST,,0,738 320,1885,1462
779,TK,4951,PRN,IST,,0,320 73W 319 738,1477,1462
780,TK,4951,SKP,IST,,0,319,1909,1462
781,TK,4951,AGP,IST,,0,738,203,1462
782,AH,794,ALG,IST,,0,736,3143,1462
783,TK,4951,ALG,IST,,0,738 321,3143,1462
784,A3,96,ATH,IST,,0,320,2416,1462
785,OA,3776,ATH,IST,,0,320,2416,1462
786,TK,4951,ATH,IST,,0,321 738 320,2416,1462
787,TK,4951,BEG,IST,,0,738 319 321,2749,1462
788,TK,4951,BHX,IST,,0,739 738,19,1462
789,TK,4951,BIO,IST,,0,320,406,1462
790,TK,4951,BRE,IST,,0,320,607,1462
791,TK,4951,BUD,IST,,0,321 738 320 319 739,3332,1462
792,8Q,3788,CDG,IST,,0,320,1440,1462
793,AF,137,CDG,IST,,0,319 320 321,1440,1462
794,TK,4951,CDG,IST,,0,320 330 321 332 77W 738,1440,1462
795,TK,4951,DUB,IST,,0,738,2220,1462
796,TK,4951,EDI,IST,,0,738 739,1560,1462
797,AZ,596,FCO,IST,,0,321 32S 320,2702,1462
798,TK,4951,FCO,IST,,0,320 321 319,2702,1462
799,LH,3320,FRA,IST,,0,321,650,1462
800,TK,4951,FRA,IST,,0,320 330 321 343 332,650,1462
801,US,5265,FRA,IST,Y,0,320 330 321 343 332,650,1462
802,TK,4951,HAJ,IST,,0,321 739 738,1721,1462
803,SK,4319,HEL,IST,,0,321,714,1462
804,TK,4951,HEL,IST,,0,321,714,1462
805,TK,4951,LEJ,IST,,0,320,2564,1462
806,AA,24,LHR,IST,Y,0,767 320,148,1462
807,BA,1355,LHR,IST,,0,320 767,148,1462
808,TK,4951,LHR,IST,,0,321 77W,148,1462
809,TK,4951,LIS,IST,,0,321 738,419,1462
810,TP,4869,LIS,IST,,0,321,419,1462
811,TK,4951,MAD,IST,,0,332 738 739 321,1126,1462
812,TK,4951,MAN,IST,,0,321,120,1462
813,TK,4951,MXP,IST,,0,320 321 739,2443,1462
814,TK,4951,NCE,IST,,0,320 738 321,1510,1462
815,TK,4951,NUE,IST,,0,320 738,2889,1462
816,TK,4951,PRG,IST,,0,738 321 320,1481,1462
817,JA,132,SJJ,IST,,0,AT7,3321,1462
818,TK,4951,SJJ,IST,,0,320 738 321,3321,1462
819,TK,4951,SKG,IST,,0,738,1260,1462
820,TK,4951,STR,IST,,0,320 321,2836,1462
821,TK,4951,TRN,IST,,0,73W 738 319 320,1953,1462
822,TK,4951,TUN,IST,,0,739 321 738,1457,1462
823,TU,4870,TUN,IST,,0,32A 736 320,1457,1462
824,TK,4951,VCE,IST,,0,321 739 738 320 319,173,1462
825,OS,491,VIE,IST,Y,0,320 100 319,2811,1462
826,OZ,28,VIE,IST,,0,321,2811,1462
827,TK,4951,VIE,IST,,0,738 321 330 320,2811,1462
828,LO,3210,WAW,IST,,0,734 E95,1257,1462
829,TK,4951,WAW,IST,,0,321,1257,1462
830,OU,1925,ZAG,IST,,0,319,809,1462
831,TK,4951,ZAG,IST,,0,739 319 320 738,809,1462
832,TK,4951,MBA,IST,,0,739,2390,1462
833,NH,324,NRT,IST,Y,0,77W 332,2982,1462
834,TK,4951,NRT,IST,,0,77W 330,2982,1462
835,SU,130,SVO,IST,,0,320,1300,1462
836,TK,4951,JNB,IST,,0,330,1022,1462
837,AI,218,BOM,IST,Y,0,330,1737,1462
838,TK,4951,BOM,IST,,0,77W,1737,1462
839,KK,995,TBS,IST,,0,320,1375,1462
840,TK,4951,TBS,IST,,0,319 73W 738 320,1375,1462
841,SK,4319,CPH,IST,,0,738 321,954,1462
842,TK,4951,CPH,IST,,0,738 321,954,1462
843,R3,1287,KRR,IST,,0,73W,229,1462
844,TK,4951,RIX,IST,,0,320,1776,1462
845,KC,1006,ALA,IST,,0,738 320,2348,1462
846,TK,4951,ALA,IST,,0,738 320,2348,1462
847,7J,9531,DYU,IST,,0,735,244,1462
848,SZ,10122,DYU,IST,,0,737,244,1462
849,TK,4951,DYU,IST,,0,321,244,1462
850,QH,882,FRU,IST,,0,73H,673,1462
851,TK,4951,FRU,IST,,0,738 33X,673,1462
852,EP,2923,IKA,IST,,0,340,37,1462
853,IR,2922,IKA,IST,,0,320,37,1462
854,KK,995,IKA,IST,,0,320,37,1462
855,TK,4951,IKA,IST,,0,332 321 738 739,37,1462
856,W5,3370,IKA,IST,,0,AB6,37,1462
857,SU,130,ROV,IST,,0,319,2294,1462
858,TK,4951,ROV,IST,,0,319,2294,1462
859,8Q,3788,ADA,IST,,0,320,3254,1462
860,KK,995,ADA,IST,,0,320,3254,1462
861,TK,4951,ADA,IST,,0,319 738 320 321 73W 739,3254,1462
862,8Q,3788,ADB,IST,,0,320,1406,1462
863,KK,995,ADB,IST,,0,320,1406,1462
864,PC,3926,ADB,IST,,0,738,1406,1462
865,TK,4951,ADB,IST,,0,320 738 330 319 739 321 343 73W 77W,1406,1462
866,8Q,3788,BJV,IST,,0,320,3067,1462
867,KK,995,BJV,IST,,0,320,3067,1462
868,TK,4951,BJV,IST,,0,738 321 320,3067,1462
869,8Q,3788,DIY,IST,,0,320,3301,1462
870,TK,4951,DIY,IST,,0,319 738 321 320 73W,3301,1462
871,8Q,3788,DLM,IST,,0,320,464,1462
872,TK,4951,DLM,IST,,0,320 321 738,464,1462
873,8Q,3788,ECN,IST,,0,320,2558,1462
874,KK,995,ECN,IST,,0,320,2558,1462
875,TK,4951,ECN,IST,,0,738 321 320,2558,1462
876,8Q,3788,ERZ,IST,,0,320,2298,1462
877,TK,4951,ERZ,IST,,0,321 738 320,2298,1462
878,8Q,3788,EZS,IST,,0,320,1929,1462
879,TK,4951,EZS,IST,,0,320,1929,1462
880,8Q,3788,GNY,IST,,0,320,824,1462
881,TK,4951,GNY,IST,,0,320,824,1462
882,8Q,3788,GZP,IST,,0,320,1779,1462
883,8Q,3788,GZT,IST,,0,320,2361,1462
884,KK,995,GZT,IST,,0,320,2361,1462
885,TK,4951,GZT,IST,,0,320 738 319 321 73W,2361,1462
886,8Q,3788,MLX,IST,,0,320,1887,1462
887,TK,4951,MLX,IST,,0,738 320 319,1887,1462
888,8Q,3788,ODS,IST,,0,320,170,1462
889,PS,5282,ODS,IST,,0,320 734 738,170,1462
890,TK,4951,ODS,IST,,0,738 739,170,1462
891,8Q,3788,TZX,IST,,0,320,1730,1462
892,TK,4951,TZX,IST,,0,73W 320 321 319 738,1730,1462
893,RJ,4259,AMM,IST,,0,320 E75 319 E95,1709,1462
894,TK,4951,AMM,IST,,0,321 320,1709,1462
895,8U,32,BEN,IST,,0,320,29,1462
896,LN,3258,BEN,IST,,0,320,29,1462
897,TK,4951,BEN,IST,,0,738 739,29,1462
898,MS,2143,HBE,IST,Y,0,73W 319,735,1462
899,TK,4951,HBE,IST,,0,73W 319,735,1462
900,8U,32,MRA,IST,,0,320,2922,1462
901,TK,4951,MRA,IST,,0,319,2922,1462
902,8U,32,TIP,IST,,0,332 319,3044,1462
903,LN,3258,TIP,IST,,0,330,3044,1462
904,TK,4951,TIP,IST,,0,320 738,3044,1462
905,MS,2143,KBP,IST,,0,321 738,2736,1462
906,PS,5282,KBP,IST,,0,735 738 73R,2736,1462
907,TK,4951,KBP,IST,,0,321,2736,1462
908,UJ,11811,KBP,IST,,0,320,2736,1462
909,9U,1073,KIV,IST,,0,320 E90,1689,1462
910,TK,4951,KIV,IST,,0,319 73W,1689,1462
911,RO,5179,OTP,IST,,0,318,2300,1462
912,TK,4951,OTP,IST,,0,320 738 319 321,2300,1462
913,EY,2222,AUH,IST,,0,333 737 332 320,1524,1462
914,TK,4951,AUH,IST,,0,321 738,1524,1462
915,GF,2638,BAH,IST,,0,320,3292,1462
916,TK,4951,BAH,IST,,0,321,3292,1462
917,SV,4533,DMM,IST,,0,320,1423,1462
918,TK,4951,DMM,IST,,0,321,1423,1462
919,QR,4091,DOH,IST,,0,333 332,2604,1462
920,TK,4951,DOH,IST,,0,321 738,2604,1462
921,KU,3179,KWI,IST,,0,321,1444,1462
922,TK,4951,KWI,IST,,0,321 332 343,1444,1462
923,SV,4533,RUH,IST,,0,320,91,1462
924,TK,4951,RUH,IST,,0,330 321 332,91,1462
925,AC,330,YYZ,IST,,0,77W 763,3121,1462
926,TK,4951,YYZ,IST,,0,77W 763,3121,1462
927,AF,137,MRS,IST,,0,320,366,1462
928,TK,4951,MRS,IST,,0,738 321 319,366,1462
929,TK,4951,SOF,IST,,0,738 320,146,1462
930,TK,4951,TIA,IST,,0,319,2027,1462
931,SK,4319,GOT,IST,,0,739,2139,1462
932,TK,4951,GOT,IST,,0,739 738,2139,1462
933,TK,4951,EBB,IST,,0,739,195,1462
934,TK,4951,BUS,IST,,0,738 73W 319,1031,1462
935,TK,4951,IAD,IST,,0,330,672,1462
936,US,5265,IAD,IST,Y,0,330,672,1462
937,TK,4951,IAH,IST,,0,77W,389,1462
938,US,5265,IAH,IST,,0,77W,389,1462
939,TK,4951,LHE,IST,,0,738,2432,1462
940,TK,4951,LUX,IST,,0,73W 739 738,2716,1462
941,TK,4951,RTM,IST,,0,320,2254,1462
942,KM,242,MLA,IST,,0,319 737,309,1462
943,TK,4951,MLA,IST,,0,319 738,309,1462
944,TK,4951,VLC,IST,,0,738,1852,1462
945,TK,4951,ADD,IST,,0,738,2076,1462
946,TK,4951,FIH,IST,,0,739,1771,1462
947,WB,4292,KGL,IST,,0,739,3149,1462
948,TK,4951,VNO,IST,,0,319,1505,1462
949,ME,3490,BEY,IST,,0,320 332 321,839,1462
950,TK,4951,BEY,IST,,0,321 739 738,839,1462
951,SK,4319,BLL,IST,,0,319 738,1756,1462
952,TK,4951,BLL,IST,,0,319 738,1756,1462
953,TK,4951,DAR,IST,,0,739,1358,1462
954,TK,4951,GOA,IST,,0,738 739 330,131,1462
955,TK,4951,LBV,IST,,0,739,843,1462
956,JP,83,LJU,IST,,0,319 CR9,1461,1462
957,TK,4951,LJU,IST,,0,319 CR9,1461,1462
958,TK,4951,NDJ,IST,,0,738 739,935,1462
959,AH,794,AAE,IST,,0,738,2195,1462
960,AH,794,CZL,IST,,0,738,428,1462
961,AH,794,ORN,IST,,0,738,1077,1462
962,TK,4951,ORN,IST,,0,738,1077,1462
963,TK,4951,MLE,IST,,0,330,978,1462
964,B2,1478,MSQ,IST,,0,733 E75,2690,1462
965,TK,4951,MSQ,IST,,0,320,2690,1462
966,TK,4951,TLL,IST,,0,319,2641,1462
967,TK,4951,AAL,IST,,0,319 738,1270,1462
968,TK,4951,KHI,IST,,0,738,942,1462
969,TK,4951,KRT,IST,,0,738,1786,1462
970,HY,5281,TAS,IST,,0,767,842,1462
971,TK,4951,TAS,IST,,0,321,842,1462
972,TK,4951,TGD,IST,,0,319,1532,1462
973,T5,5083,ASB,IST,,0,738 752,242,1462
974,TK,4951,ASB,IST,,0,321,242,1462
975,KC,1006,TSE,IST,,0,320,2739,1462
976,TK,4951,TSE,IST,,0,320 738,2739,1462
977,TK,4951,IFN,IST,,0,738,2004,1462
978,TK,4951,KSH,IST,,0,320 319,191,1462
979,TK,4951,MHD,IST,,0,319 73W,993,1462
980,TK,4951,SYZ,IST,,0,320 319,2722,1462
981,TK,4951,TBZ,IST,,0,738 319,3181,1462
982,QH,882,OSS,IST,,0,319,797,1462
983,TK,4951,OSS,IST,,0,319,797,1462
984,KC,1006,GUW,IST,,0,320,1907,1462
985,KC,1006,SCO,IST,,0,320,1228,1462
986,TK,4951,BGW,IST,,0,738,2929,1462
987,TK,4951,BSR,IST,,0,738,1171,1462
988,KK,995,EBL,IST,,0,320,508,1462
989,TK,4951,EBL,IST,,0,321,508,1462
990,SV,4533,MED,IST,,0,320,787,1462
991,TK,4951,MED,IST,,0,321 343 330 332,787,1462
992,PS,5282,DOK,IST,,0,738,3194,1462
993,TK,4951,DOK,IST,,0,319 73W 738,3194,1462
994,UJ,11811,DOK,IST,,0,320,3194,1462
995,TK,4951,ELQ,IST,,0,319 73W,246,1462
996,TK,4951,TIF,IST,,0,319,3157,1462
997,TK,4951,YNB,IST,,0,320 321,3061,1462
998,KK,995,ISU,IST,,0,320,458,1462
999,TK,4951,ISU,IST,,0,321 738 739,458,1462
1000,FG,125,ESB,IST,,0,734,361,1462
1001,TK,4951,ESB,IST,,0,738 320 739 330 321 319 343,361,1462
1002,TK,4951,ADE,IST,,0,738,2365,1462
1003,KK,995,LTN,IST,,0,320,2839,1462
1004,TK,4951,NJF,IST,,0,738,950,1462
1005,TK,4951,KVD,IST,,0,319 738,3265,1462
1006,TK,4951,LWO,IST,,0,738 739,1910,1462
1007,MS,2143,SSH,IST,,0,738 319,123,1462
1008,TK,4951,SSH,IST,,0,738 319,123,1462
1009,PS,5282,DNK,IST,,0,320,2090,1462
1010,TK,4951,DNK,IST,,0,319,2090,1462
1011,Z6,16120,DNK,IST,Y,0,ER4,2090,1462
1012,TK,4951,ASR,IST,,0,321 738 320 739 319 73W,2944,1462
1013,TK,4951,BAL,IST,,0,320 319,2608,1462
1014,TK,4951,DNZ,IST,,0,738 73W 320 319,1758,1462
1015,TK,4951,ERC,IST,,0,320 738,2327,1462
1016,TK,4951,HTY,IST,,0,73W 738 320 321,2583,1462
1017,TK,4951,KCM,IST,,0,319,475,1462
1018,TK,4951,KYA,IST,,0,319 320 738,32,1462
1019,TK,4951,MQM,IST,,0,320,3083,1462
1020,TK,4951,MSR,IST,,0,320,2322,1462
1021,TK,4951,MZH,IST,,0,320,2092,1462
1022,TK,4951,NAV,IST,,0,738 320 319,2000,1462
1023,TK,4951,VAN,IST,,0,320 319 73W,1987,1462
1024,TK,4951,VAS,IST,,0,320 319,3164,1462
1025,TK,4951,AQJ,IST,,0,319,3009,1462
1026,TK,4951,ADF,IST,,0,738 320,2975,1462
1027,TK,4951,AJI,IST,,0,738,823,1462
1028,TK,4951,BGG,IST,,0,319,740,1462
1029,TK,4951,CND,IST,,0,738 319,376,1462
1030,TK,4951,IGD,IST,,0,320,69,1462
1031,TK,4951,ISE,IST,,0,738 73W 319,3078,1462
1032,TK,4951,KFS,IST,,0,319 738,2892,1462
1033,TK,4951,KSY,IST,,0,319 738,33,1462
